customer_key,customer_number,customer_name,age_segment,customer_segment,total_orders,total_sales,total_quantity_purch,total_products,recency,AOV,avg_monthly_spent
9139,AW00020138,Kendra Moreno,Above 70,New,4,120,4,4,145,30,120
3054,AW00014053,Tamara Huang,40 - 49,New,4,86,4,4,145,22,86
6252,AW00017251,Tonya Nara,40 - 49,Regular,4,124,4,4,141,31,31
12630,AW00023629,Alfredo Gill,Above 70,New,4,2466,4,4,145,617,2466
2459,AW00013458,Joan James,60 - 69,New,4,45,4,4,145,11,45
7605,AW00018604,Paige Alexander,50 - 59,Regular,4,59,4,4,135,15,6
621,AW00011620,Megan Rodriguez,40 - 49,Regular,4,44,4,3,140,11,9
5609,AW00016608,Ricky Martin,40 - 49,Regular,4,102,4,4,136,26,11
235,AW00011234,Anna Griffin,60 - 69,Regular,4,76,4,4,138,19,11
12226,AW00023225,Heidi Patel,40 - 49,New,4,1184,4,4,145,296,1184
12619,AW00023618,Dale Holt,Above 70,New,4,2481,4,4,145,620,2481
692,AW00011691,Kaitlyn Wilson,50 - 59,Regular,4,120,4,4,142,30,40
1644,AW00012643,Kristina Perez,60 - 69,Regular,4,103,4,4,134,26,9
7886,AW00018885,Cara Ma,Above 70,New,4,110,4,4,145,28,110
2849,AW00013848,Melissa Blue,40 - 49,New,4,61,4,4,145,15,61
619,AW00011618,Brian Ramirez,60 - 69,New,4,2370,4,4,145,593,2370
4721,AW00015720,Jaime Ramos,40 - 49,Regular,4,70,4,4,136,18,8
3815,AW00014814,Christine Jai,50 - 59,New,4,128,4,4,144,32,128
6787,AW00017786,Kathleen Gutierrez,40 - 49,Regular,4,89,4,4,142,22,30
232,AW00011231,Dennis Zhang,60 - 69,Regular,4,64,4,4,136,16,7
10648,AW00021647,Blake Brown,50 - 59,New,4,609,4,4,145,152,609
8403,AW00019402,Jeremiah Scott,50 - 59,New,4,1254,4,4,145,314,1254
8530,AW00019529,Bailey Parker,40 - 49,New,4,1169,4,4,145,292,1169
10062,AW00021061,Desiree Suarez,40 - 49,New,4,608,4,4,145,152,608
14702,AW00025701,Francisco Garcia,Above 70,New,4,600,4,4,145,150,600
99,AW00011098,Mallory Rubio,50 - 59,Regular,4,89,4,4,137,22,11
11925,AW00022924,Marie Sanchez,50 - 59,New,4,91,4,4,145,23,91
11654,AW00022653,Carolyn Dominguez,50 - 59,New,4,1188,4,4,145,297,1188
4019,AW00015018,Felicia Martin,60 - 69,New,4,112,4,4,145,28,112
5455,AW00016454,Marco Suri,40 - 49,Regular,4,47,4,4,143,12,24
3340,AW00014339,Brandy Suri,40 - 49,New,4,72,4,4,145,18,72
14097,AW00025096,Victoria Bennett,40 - 49,New,4,1237,4,4,145,309,1237
6382,AW00017381,Krystal Guo,60 - 69,Regular,4,348,4,3,134,87,32
6071,AW00017070,Margaret Huang,40 - 49,New,4,124,4,4,145,31,124
2614,AW00013613,Derek Jai,40 - 49,Regular,4,105,4,4,140,26,21
3860,AW00014859,Jarrod Weber,60 - 69,Regular,4,40,4,4,134,10,4
4053,AW00015052,Kari Moreno,50 - 59,Regular,4,44,4,3,136,11,5
1041,AW00012040,Richard Torres,40 - 49,Regular,4,51,4,4,134,13,5
17327,AW00028326,Carla Lopez,50 - 59,New,4,2442,4,4,145,611,2442
1013,AW00012012,Monica Schmidt,50 - 59,Regular,4,74,4,4,139,19,12
704,AW00011703,Kaylee Baker,50 - 59,Regular,4,100,4,4,136,25,11
1569,AW00012568,Stacey Ye,Above 70,New,4,67,4,4,144,17,67
13663,AW00024662,Arianna Price,Above 70,New,4,2493,4,4,145,623,2493
15251,AW00026250,Miguel Simmons,60 - 69,New,4,156,4,4,145,39,156
5460,AW00016459,Carolyn Kapoor,40 - 49,Regular,4,47,4,4,143,12,24
12631,AW00023630,Dominic Fernandez,60 - 69,New,4,2481,4,4,145,620,2481
5224,AW00016223,Carlos Collins,60 - 69,New,4,563,4,4,145,141,563
17108,AW00028107,Tara Simpson,Above 70,New,4,810,4,4,145,203,810
738,AW00011737,Megan Martin,50 - 59,Regular,4,77,4,4,140,19,15
4126,AW00015125,Cory Martinez,40 - 49,Regular,4,81,4,4,135,20,8
4218,AW00015217,Ethan Jai,50 - 59,Regular,4,41,4,4,136,10,5
5594,AW00016593,Suzanne He,60 - 69,Regular,4,101,4,4,142,25,34
820,AW00011819,Jose Lal,50 - 59,Regular,4,96,4,4,134,24,9
16816,AW00027815,Jamie Chow,40 - 49,New,4,110,4,4,145,28,110
1504,AW00012503,Casey Shen,40 - 49,Regular,4,84,4,4,138,21,12
11971,AW00022970,Mary Phillips,40 - 49,New,4,79,4,4,145,20,79
651,AW00011650,Caleb Hayes,50 - 59,Regular,4,129,4,4,135,32,13
17328,AW00028327,Tabitha Serrano,50 - 59,New,4,2407,4,4,145,602,2407
5222,AW00016221,Darren Saunders,60 - 69,New,4,589,4,4,145,147,589
6017,AW00017016,Hailey Hughes,50 - 59,New,4,99,4,4,145,25,99
6851,AW00017850,Alvin Shen,40 - 49,New,4,79,4,4,145,20,79
1245,AW00012244,Amy Huang,Below 40,Regular,4,115,4,4,142,29,38
10620,AW00021619,Angela Patterson,50 - 59,New,4,556,4,4,145,139,556
5612,AW00016611,Dylan Rodriguez,40 - 49,Regular,4,76,4,4,136,19,8
885,AW00011884,Latoya Shen,50 - 59,Regular,4,110,4,3,135,28,11
951,AW00011950,Jordan Carter,40 - 49,Regular,4,110,4,4,136,28,12
10025,AW00021024,Lori Jimenez,50 - 59,New,4,563,4,4,145,141,563
10049,AW00021048,Karen Liang,50 - 59,New,4,578,4,4,145,145,578
866,AW00011865,Chloe Rivera,50 - 59,Regular,4,115,4,4,137,29,14
3313,AW00014312,Claudia Lin,50 - 59,Regular,4,191,4,4,139,48,32
833,AW00011832,Zoe Murphy,40 - 49,Regular,4,125,4,4,138,31,18
8921,AW00019920,Meredith Sanchez,Above 70,New,4,92,4,4,145,23,92
6706,AW00017705,Kelvin Guo,50 - 59,Regular,4,37,4,4,137,9,5
16778,AW00027777,Jarred Martin,50 - 59,New,4,778,4,4,145,195,778
10602,AW00021601,Jacqueline Bell,40 - 49,New,4,589,4,4,145,147,589
10160,AW00021159,Kaitlyn Rodriguez,50 - 59,New,4,74,4,4,145,19,74
5888,AW00016887,Cody Rivera,60 - 69,New,4,1770,4,4,145,443,1770
1033,AW00012032,Tyler Taylor,40 - 49,New,4,615,4,4,145,154,615
7550,AW00018549,Sierra Collins,40 - 49,New,4,1169,4,4,145,292,1169
4127,AW00015126,Manuel Sanchez,40 - 49,Regular,4,86,4,4,137,22,11
1603,AW00012602,Francisco Srini,50 - 59,Regular,4,45,4,4,135,11,5
7708,AW00018707,Marshall She,50 - 59,Regular,4,123,4,4,138,31,18
6037,AW00017036,Savannah Perez,50 - 59,Regular,4,177,4,4,142,44,59
807,AW00011806,Jennifer Stewart,40 - 49,Regular,4,96,4,4,137,24,12
884,AW00011883,Hannah Anderson,60 - 69,Regular,4,77,4,4,136,19,9
3210,AW00014209,Craig Ramos,40 - 49,Regular,4,194,4,4,136,49,22
3841,AW00014840,Autumn Zhu,40 - 49,Regular,4,158,4,4,138,40,23
13438,AW00024437,Nicole Blue,50 - 59,New,4,2427,4,4,145,607,2427
5847,AW00016846,James Phillips,50 - 59,Regular,4,181,4,4,143,45,91
14099,AW00025098,Logan Long,50 - 59,New,4,1251,4,4,145,313,1251
16230,AW00027229,Zachary Zhang,60 - 69,New,4,93,4,4,145,23,93
2625,AW00013624,Nicole Long,40 - 49,Regular,4,119,4,4,134,30,11
890,AW00011889,Blake Patterson,60 - 69,New,4,50,4,4,144,13,50
16836,AW00027835,Darren Ruiz,40 - 49,New,4,43,4,4,145,11,43
1025,AW00012024,Samuel Edwards,40 - 49,Regular,4,84,4,4,139,21,14
1655,AW00012654,Briana Gill,60 - 69,Regular,4,45,4,4,141,11,11
5033,AW00016032,Colin Chavez,60 - 69,Regular,4,91,4,4,143,23,46
11450,AW00022449,Heather He,40 - 49,New,4,2515,4,4,145,629,2515
11735,AW00022734,Maria Adams,Above 70,New,4,74,4,4,145,19,74
736,AW00011735,Sydney Gray,60 - 69,Regular,4,110,4,4,135,28,11
13342,AW00024341,Wyatt Jones,50 - 59,New,4,2453,4,4,145,613,2453
10612,AW00021611,Ethan Wilson,50 - 59,New,4,618,4,4,145,155,618
14856,AW00025855,Dylan Diaz,Above 70,New,4,40,4,4,145,10,40
315,AW00011314,Mya Flores,50 - 59,Regular,4,47,4,3,135,12,5
88,AW00011087,Tamara Liang,60 - 69,Regular,4,200,4,4,139,50,33
16788,AW00027787,Gerald Ramos,50 - 59,New,4,69,4,4,145,17,69
16060,AW00027059,Hunter Perry,40 - 49,New,4,119,4,4,145,30,119
11626,AW00022625,Meagan Patel,50 - 59,New,4,78,4,4,145,20,78
17715,AW00028714,Arturo Gao,50 - 59,New,4,2433,4,4,145,608,2433
5225,AW00016224,Jacob Martinez,60 - 69,New,4,556,4,4,145,139,556
16562,AW00027561,Kimberly Brooks,60 - 69,New,4,84,4,4,145,21,84
12189,AW00023188,Austin Jai,40 - 49,New,4,120,4,4,145,30,120
6786,AW00017785,Pedro Chapman,40 - 49,New,4,67,4,4,144,17,67
18166,AW00029165,Benjamin Perry,50 - 59,New,4,2407,4,4,145,602,2407
8407,AW00019406,Brooke Travers,50 - 59,New,4,1188,4,4,145,297,1188
14704,AW00025703,Summer Rana,Above 70,New,4,608,4,4,145,152,608
1169,AW00012168,Hunter Jackson,50 - 59,Regular,4,73,4,3,139,18,12
3228,AW00014227,Alison Xu,40 - 49,Regular,4,115,4,4,135,29,12
3062,AW00014061,Naomi Torres,50 - 59,New,4,82,4,4,144,21,82
7257,AW00018256,Gilbert Cai,50 - 59,Regular,4,99,4,4,138,25,14
15400,AW00026399,Erick Gonzalez,Above 70,New,4,2544,4,4,145,636,2544
16747,AW00027746,Dale Raje,Above 70,New,4,629,4,4,145,157,629
12578,AW00023577,Julia Bennett,40 - 49,New,4,94,4,4,145,24,94
8397,AW00019396,Tammy Prasad,60 - 69,New,4,1169,4,4,145,292,1169
6351,AW00017350,Ebony Dominguez,Above 70,Regular,4,128,4,4,137,32,16
5104,AW00016103,Haley Hill,40 - 49,Regular,4,3142,4,4,139,786,524
4672,AW00015671,Lawrence Torres,50 - 59,Regular,4,31,4,3,139,8,5
5627,AW00016626,Nathaniel Morgan,40 - 49,Regular,4,72,4,4,142,18,24
10446,AW00021445,Madeline Evans,Above 70,New,4,114,4,4,145,29,114
13538,AW00024537,Cynthia Saunders,60 - 69,New,4,2511,4,4,144,628,2511
11744,AW00022743,Kaylee Murphy,60 - 69,New,4,66,4,4,144,17,66
15910,AW00026909,Christine Nath,50 - 59,New,4,78,4,4,144,20,78
10811,AW00021810,Justin Miller,60 - 69,New,4,563,4,4,144,141,563
8684,AW00019683,Marcus Parker,40 - 49,New,4,1143,4,4,144,286,1143
5655,AW00016654,Heather Zhang,40 - 49,Regular,4,3056,4,4,139,764,611
5238,AW00016237,Erin James,60 - 69,New,4,2515,4,4,144,629,2515
8111,AW00019110,Jesse Kelly,40 - 49,New,4,605,4,4,144,151,605
197,AW00011196,Alfredo Romero,Above 70,Regular,4,162,4,4,138,41,27
280,AW00011279,Amanda Cook,50 - 59,Regular,4,44,4,3,141,11,15
3859,AW00014858,Louis Zhu,60 - 69,Regular,4,197,4,4,136,49,25
13535,AW00024534,Alisha Luo,60 - 69,New,4,2534,4,4,144,634,2534
8104,AW00019103,Johnathan Raman,40 - 49,Regular,4,64,4,4,139,16,13
4070,AW00015069,Noah Lal,50 - 59,New,4,72,4,4,144,18,72
1984,AW00012983,Gabriella Carter,50 - 59,New,4,101,4,4,144,25,101
4557,AW00015556,Dylan Davis,40 - 49,New,4,589,4,4,144,147,589
13493,AW00024492,Devin Lopez,40 - 49,New,4,791,4,4,144,198,791
14742,AW00025741,Tabitha Sai,50 - 59,New,4,567,4,4,144,142,567
10749,AW00021748,Wyatt Harris,40 - 49,New,4,600,4,4,144,150,600
10550,AW00021549,Jerome Ruiz,60 - 69,New,4,99,4,4,144,25,99
5209,AW00016208,Ruth Chandra,40 - 49,New,4,120,4,4,144,30,120
4594,AW00015593,Naomi Martin,50 - 59,Regular,4,116,4,4,140,29,29
522,AW00011521,Ariana Peterson,40 - 49,Regular,4,44,4,3,136,11,6
289,AW00011288,Cindy Sanchez,40 - 49,Regular,4,77,4,4,139,19,15
6131,AW00017130,Janet Turner,60 - 69,New,4,99,4,4,144,25,99
464,AW00011463,Alisha Beck,40 - 49,Regular,4,48,4,4,135,12,5
719,AW00011718,Sarah Jones,50 - 59,New,4,100,4,4,144,25,100
8953,AW00019952,Adrienne Martin,40 - 49,Regular,4,39,4,4,135,10,4
17242,AW00028241,Charles King,50 - 59,New,4,130,4,4,144,33,130
17899,AW00028898,Melanie Patterson,60 - 69,New,4,69,4,4,144,17,69
8384,AW00019383,Roger Nath,40 - 49,New,4,120,4,4,144,30,120
13682,AW00024681,Arianna Murphy,Above 70,New,4,2453,4,4,144,613,2453
8107,AW00019106,Terrance Sai,40 - 49,Regular,4,65,4,4,142,16,33
1066,AW00012065,Isaiah Collins,Above 70,New,4,92,4,4,143,23,92
5740,AW00016739,Cory Weber,Above 70,Regular,4,81,4,4,137,20,12
892,AW00011891,Jamie Liang,50 - 59,Regular,4,110,4,4,141,28,37
3222,AW00014221,Glenn Zhao,40 - 49,Regular,4,82,4,4,139,21,16
2777,AW00013776,Miguel Carter,Above 70,New,4,71,4,4,144,18,71
4901,AW00015900,Wyatt Roberts,60 - 69,New,4,700,4,4,144,175,700
13085,AW00024084,Jonathon Jimenez,50 - 59,New,4,2407,4,4,144,602,2407
687,AW00011686,Luke Edwards,40 - 49,New,4,129,4,4,143,32,129
16203,AW00027202,James Hall,50 - 59,New,4,97,4,4,144,24,97
1162,AW00012161,Alexandria Rogers,50 - 59,Regular,4,207,4,4,136,52,26
17116,AW00028115,Deanna Jimnez,60 - 69,New,4,563,4,4,144,141,563
11746,AW00022745,Alexandria Patterson,Above 70,New,4,589,4,4,144,147,589
8551,AW00019550,Lucas Perez,50 - 59,New,4,1269,4,4,144,317,1269
5315,AW00016314,Gabriel Ross,40 - 49,Regular,4,112,4,4,140,28,28
10652,AW00021651,Sean Cooper,50 - 59,New,4,609,4,4,144,152,609
5606,AW00016605,Toni Randall,40 - 49,Regular,4,66,4,4,135,17,7
6909,AW00017908,Warren Yang,40 - 49,New,4,35,4,4,144,9,35
5362,AW00016361,Wyatt White,60 - 69,New,4,2515,4,4,144,629,2515
15458,AW00026457,Sydney Moore,Above 70,New,4,89,4,4,144,22,89
11336,AW00022335,Anthony Taylor,40 - 49,New,4,578,4,4,144,145,578
6586,AW00017585,Seth Griffin,50 - 59,Regular,4,165,4,4,135,41,18
4792,AW00015791,Megan Long,50 - 59,Regular,4,42,4,4,135,11,5
17110,AW00028109,Leonard Tang,Above 70,New,4,778,4,4,144,195,778
9298,AW00020297,Valerie Wu,40 - 49,New,4,2466,4,4,144,617,2466
4020,AW00015019,Mary Ramos,60 - 69,Regular,4,73,4,4,139,18,15
13711,AW00024710,Brandy Malhotra,40 - 49,New,4,1732,4,4,144,433,1732
16326,AW00027325,Todd Liang,60 - 69,New,4,201,4,4,144,50,201
5739,AW00016738,Ramon Lu,Above 70,Regular,4,45,4,4,142,11,23
8002,AW00019001,Fernando Brown,Above 70,Regular,4,92,4,4,139,23,18
221,AW00011220,Erica Huang,60 - 69,Regular,4,50,4,4,135,13,6
1563,AW00012562,Kristina Chandra,Above 70,New,4,59,4,4,144,15,59
13736,AW00024735,Madison Powell,50 - 59,New,4,2478,4,4,144,620,2478
1102,AW00012101,Logan Patterson,Above 70,Regular,4,92,4,4,141,23,31
5302,AW00016301,Omar Cai,40 - 49,New,4,73,4,4,144,18,73
1472,AW00012471,Lacey Zeng,50 - 59,New,4,84,4,4,144,21,84
10655,AW00021654,Aidan Barnes,50 - 59,New,4,604,4,4,144,151,604
16144,AW00027143,Alvin Deng,50 - 59,New,4,1169,4,4,144,292,1169
8572,AW00019571,Sydney Johnson,40 - 49,Regular,4,91,4,4,137,23,13
3750,AW00014749,Jose Jenkins,50 - 59,New,4,99,4,4,144,25,99
7258,AW00018257,Krista Jimenez,50 - 59,Regular,4,116,4,4,139,29,23
12133,AW00023132,Anthony Lee,60 - 69,New,4,160,4,4,144,40,160
15842,AW00026841,Roberto Jimnez,50 - 59,New,4,78,4,4,144,20,78
2182,AW00013181,Brian Morgan,Above 70,Regular,4,186,4,4,136,47,23
1711,AW00012710,Dalton Evans,Above 70,Regular,4,4774,4,3,140,1194,1194
5191,AW00016190,Lance Alvarez,40 - 49,Regular,4,79,4,4,135,20,9
6632,AW00017631,Cara He,40 - 49,New,4,98,4,4,144,25,98
9665,AW00020664,Isaiah Watson,50 - 59,New,4,1765,4,4,144,441,1765
8022,AW00019021,Melissa Russell,60 - 69,New,4,615,4,4,144,154,615
8837,AW00019836,Kevin Jai,Above 70,Regular,4,79,4,4,137,20,11
1138,AW00012137,Jack Green,Above 70,Regular,4,92,4,4,142,23,46
14254,AW00025253,Ryan Miller,40 - 49,New,4,74,4,4,144,19,74
5364,AW00016363,Melanie Ramirez,60 - 69,New,4,2481,4,4,144,620,2481
3108,AW00014107,Alexandra Garcia,40 - 49,New,4,819,4,4,144,205,819
15473,AW00026472,David Hughes,Above 70,New,4,115,4,4,144,29,115
11024,AW00022023,Rafael Chen,40 - 49,New,4,79,4,4,144,20,79
5438,AW00016437,Jsus Gutierrez,40 - 49,Regular,4,47,4,4,141,12,16
15931,AW00026930,Sharon Andersen,50 - 59,New,4,1264,4,4,144,316,1264
11544,AW00022543,Jeremy Campbell,40 - 49,New,4,563,4,4,144,141,563
6307,AW00017306,Edgar Prasad,50 - 59,Regular,4,118,4,4,142,30,59
10941,AW00021940,Alejandro Sharma,60 - 69,New,4,571,4,4,144,143,571
14656,AW00025655,Virginia Arun,50 - 59,New,4,571,4,4,144,143,571
13425,AW00024424,Morgan Russell,Above 70,New,4,250,4,4,144,63,250
9324,AW00020323,Justin Coleman,50 - 59,New,4,2492,4,4,144,623,2492
11487,AW00022486,Jimmy Ruiz,50 - 59,New,4,589,4,4,144,147,589
1145,AW00012144,Kelly Jenkins,50 - 59,Regular,4,50,4,4,136,13,6
8702,AW00019701,Arianna Wood,60 - 69,New,4,1184,4,4,144,296,1184
11480,AW00022479,Tammy Malhotra,50 - 59,New,4,600,4,4,144,150,600
11657,AW00022656,Willie Goel,50 - 59,New,4,1169,4,4,144,292,1169
11474,AW00022473,Clifford Patel,50 - 59,New,4,608,4,4,144,152,608
8607,AW00019606,Gabriel Parker,Above 70,New,4,84,4,4,144,21,84
5201,AW00016200,Julia Edwards,40 - 49,New,4,97,4,4,143,24,97
960,AW00011959,Elizabeth Davis,40 - 49,Regular,4,139,4,4,136,35,17
784,AW00011783,Sara Mitchell,40 - 49,Regular,4,110,4,3,142,28,55
1236,AW00012235,Donna Rai,Above 70,Regular,4,62,4,4,140,16,16
323,AW00011322,Sydney Garcia,Above 70,Regular,4,44,4,3,142,11,22
16531,AW00027530,Maria Ross,60 - 69,New,4,48,4,4,144,12,48
9304,AW00020303,Bryce Morgan,50 - 59,New,4,2512,4,4,144,628,2512
306,AW00011305,Sean Evans,60 - 69,Regular,4,77,4,4,139,19,15
5450,AW00016449,Casey Browning,40 - 49,Regular,4,47,4,4,142,12,24
1440,AW00012439,Megan Bennett,60 - 69,New,4,125,4,4,144,31,125
8025,AW00019024,Dalton Russell,60 - 69,New,4,700,4,4,144,175,700
8014,AW00019013,Amanda Phillips,60 - 69,New,4,636,4,4,144,159,636
11337,AW00022336,Frank Moreno,40 - 49,New,4,600,4,4,144,150,600
10299,AW00021298,Noah Collins,50 - 59,New,4,93,4,4,144,23,93
2494,AW00013493,Valerie Zhao,50 - 59,New,4,49,4,4,143,12,49
17953,AW00028952,Arturo Huang,40 - 49,New,4,2473,4,4,144,618,2473
2677,AW00013676,George Kapoor,Below 40,Regular,4,69,4,4,139,17,14
4914,AW00015913,Antonio Hughes,60 - 69,New,4,712,4,4,144,178,712
8604,AW00019603,Tabitha Hernandez,50 - 59,Regular,4,59,4,4,134,15,6
11375,AW00022374,Luke Patterson,40 - 49,New,4,600,4,4,144,150,600
14224,AW00025223,Armando Ortega,50 - 59,New,4,103,4,4,144,26,103
16851,AW00027850,Jason Green,60 - 69,New,4,73,4,4,144,18,73
214,AW00011213,Stephanie Murphy,Above 70,Regular,4,77,4,4,138,19,13
7687,AW00018686,Logan Coleman,40 - 49,Regular,4,92,4,4,139,23,18
5341,AW00016340,Sean Mitchell,Below 40,New,4,609,4,4,144,152,609
2171,AW00013170,Sebastian Reed,40 - 49,New,4,231,4,4,143,58,231
1310,AW00012309,Omar Raje,60 - 69,Regular,4,101,4,4,142,25,51
1186,AW00012185,Kaitlyn Patterson,50 - 59,New,4,50,4,4,143,13,50
9325,AW00020324,Ashley Rodriguez,50 - 59,New,4,2544,4,4,144,636,2544
9514,AW00020513,Joseph Smith,Above 70,New,4,74,4,4,144,19,74
10654,AW00021653,Jose Anderson,50 - 59,New,4,589,4,4,144,147,589
1250,AW00012249,Jessie Cai,40 - 49,Regular,4,115,4,4,137,29,16
13945,AW00024944,Whitney Garcia,Above 70,New,4,126,4,4,144,32,126
1466,AW00012465,Cassandra Patel,40 - 49,Regular,4,83,4,4,139,21,17
1897,AW00012896,Victoria Wood,40 - 49,New,4,45,4,4,144,11,45
14383,AW00025382,Richard Hughes,40 - 49,New,4,1284,4,4,144,321,1284
6111,AW00017110,Meredith Garcia,40 - 49,Regular,4,47,4,4,138,12,8
2374,AW00013373,Michelle Murphy,Above 70,New,4,72,4,4,144,18,72
9872,AW00020871,Adriana Arthur,40 - 49,New,4,79,4,4,144,20,79
11073,AW00022072,Devin Russell,50 - 59,New,4,618,4,4,144,155,618
4187,AW00015186,Leah Yang,50 - 59,Regular,4,86,4,4,134,22,9
4808,AW00015807,Scot Schulte,50 - 59,Regular,4,71,4,4,135,18,8
18233,AW00029232,Samantha Simmons,40 - 49,New,4,173,4,4,143,43,173
11897,AW00022896,Logan Miller,60 - 69,New,4,600,4,4,143,150,600
1366,AW00012365,Alex Evans,Above 70,Regular,4,54,4,4,141,14,27
10803,AW00021802,Lucas Roberts,Above 70,New,4,78,4,4,143,20,78
14721,AW00025720,Ronald Garcia,Above 70,New,4,2433,4,4,143,608,2433
13738,AW00024737,Angela Bailey,60 - 69,New,4,47,4,4,143,12,47
6730,AW00017729,Edgar Garcia,40 - 49,New,4,110,4,4,143,28,110
13803,AW00024802,Timothy Allen,40 - 49,New,4,2407,4,4,143,602,2407
8987,AW00019986,Jamie Huang,40 - 49,New,4,1189,4,4,143,297,1189
14762,AW00025761,Shish Shridhar,50 - 59,New,4,563,4,4,143,141,563
4442,AW00015441,Christy Zeng,50 - 59,Regular,4,77,4,4,141,19,39
14761,AW00025760,Natalie Alexander,50 - 59,New,4,567,4,4,143,142,567
188,AW00011187,Jennifer Cooper,Above 70,Regular,4,108,4,4,139,27,27
12030,AW00023029,Ian Ross,50 - 59,New,4,121,4,4,143,30,121
2760,AW00013759,Jackson Scott,60 - 69,New,4,101,4,4,143,25,101
18435,AW00029434,Donna Yuan,50 - 59,New,4,78,4,4,143,20,78
6703,AW00017702,Jack King,40 - 49,Regular,4,56,4,4,137,14,9
8123,AW00019122,Abigail Hughes,40 - 49,New,4,589,4,4,143,147,589
18290,AW00029289,Devon Raje,50 - 59,New,4,2433,4,4,143,608,2433
7744,AW00018743,Glenn Xu,50 - 59,Regular,4,67,4,4,137,17,11
2102,AW00013101,Alex Sanchez,60 - 69,Regular,4,4736,4,4,140,1184,1579
13928,AW00024927,Kaitlyn Harris,Above 70,New,4,191,4,4,143,48,191
7150,AW00018149,Rebekah Blanco,60 - 69,Regular,4,50,4,4,137,13,8
5373,AW00016372,Vanessa Foster,50 - 59,New,4,2482,4,4,143,621,2482
17216,AW00028215,Priscilla Shen,50 - 59,New,4,589,4,4,143,147,589
4884,AW00015883,Tristan Coleman,Above 70,New,4,90,4,4,143,23,90
4261,AW00015260,Kathleen Torres,40 - 49,New,4,46,4,4,143,12,46
14369,AW00025368,Blake Baker,60 - 69,New,4,1284,4,4,143,321,1284
11344,AW00022343,Brittany Powell,60 - 69,New,4,2422,4,4,143,606,2422
11759,AW00022758,Katherine Jackson,60 - 69,New,4,563,4,4,143,141,563
533,AW00011532,Lauren Miller,60 - 69,Regular,4,44,4,3,135,11,6
18050,AW00029049,Kelly Simmons,40 - 49,New,4,113,4,4,143,28,113
8048,AW00019047,Sydney Walker,Above 70,New,4,72,4,4,143,18,72
10069,AW00021068,Lawrence Jimenez,50 - 59,New,4,81,4,4,143,20,81
5505,AW00016504,Justin Russell,40 - 49,New,4,589,4,4,143,147,589
1961,AW00012960,Ashley Lewis,50 - 59,New,4,51,4,4,142,13,51
14758,AW00025757,Jeffery Wu,50 - 59,New,4,629,4,4,143,157,629
10991,AW00021990,Alejandro Rai,40 - 49,New,4,99,4,4,143,25,99
10781,AW00021780,Pedro Gonzalez,60 - 69,New,4,78,4,4,143,20,78
3446,AW00014445,Benjamin Henderson,50 - 59,New,4,101,4,4,143,25,101
11044,AW00022043,Trinity Cox,40 - 49,New,4,589,4,4,143,147,589
8994,AW00019993,Nathan Russell,50 - 59,New,4,1184,4,4,143,296,1184
7408,AW00018407,Maria Griffin,60 - 69,Regular,4,63,4,4,137,16,11
4811,AW00015810,Regina Kapoor,50 - 59,Regular,4,67,4,3,137,17,11
16681,AW00027680,Benjamin Foster,60 - 69,New,4,35,4,4,143,9,35
12367,AW00023366,Fernando Campbell,50 - 59,New,4,59,4,4,143,15,59
3962,AW00014961,Jaclyn Yang,40 - 49,New,4,151,4,4,143,38,151
222,AW00011221,Nathan Perry,Above 70,Regular,4,46,4,4,137,12,8
3569,AW00014568,Priscilla Kumar,40 - 49,New,4,55,4,4,143,14,55
3888,AW00014887,Lauren Wilson,60 - 69,New,4,87,4,4,143,22,87
14016,AW00025015,Jacqueline Rogers,40 - 49,New,4,2462,4,4,143,616,2462
13809,AW00024808,Eric Perez,50 - 59,New,4,2407,4,4,143,602,2407
17730,AW00028729,Heather Sun,Below 40,New,4,2452,4,4,143,613,2452
5717,AW00016716,Jose Henderson,40 - 49,New,4,28,4,4,143,7,28
6853,AW00017852,Lindsey Shan,40 - 49,New,4,87,4,4,143,22,87
1455,AW00012454,Samuel Griffin,60 - 69,New,4,72,4,4,143,18,72
9349,AW00020348,Chloe Evans,40 - 49,New,4,2511,4,4,143,628,2511
7272,AW00018271,Darrell Yuan,40 - 49,Regular,4,120,4,4,135,30,15
17881,AW00028880,Felicia Moyer,60 - 69,New,4,638,4,4,143,160,638
750,AW00011749,Eduardo Jackson,40 - 49,Regular,4,48,4,4,135,12,6
1127,AW00012126,Tammy Raman,60 - 69,Regular,4,81,4,4,139,20,20
5926,AW00016925,Spencer Patterson,40 - 49,New,4,1765,4,4,143,441,1765
4025,AW00015024,Nathan Jones,50 - 59,Regular,4,79,4,4,137,20,13
696,AW00011695,Logan Campbell,50 - 59,Regular,4,129,4,4,139,32,32
8513,AW00019512,Marco Kapoor,40 - 49,New,4,86,4,4,143,22,86
5454,AW00016453,Mayra Chandra,40 - 49,Regular,4,14,4,3,137,4,2
46,AW00011045,Leonard Nara,Above 70,Regular,4,115,4,4,137,29,19
11476,AW00022475,Heidi Rana,40 - 49,New,4,99,4,4,143,25,99
881,AW00011880,Melissa Sanchez,60 - 69,Regular,4,50,4,4,136,13,7
12922,AW00023921,Charles Lee,50 - 59,New,4,2465,4,4,143,616,2465
695,AW00011694,Jonathon Ortega,50 - 59,Regular,4,129,4,4,138,32,26
11045,AW00022044,Connor Young,40 - 49,New,4,608,4,4,143,152,608
